"","X.x","old.sampleid.x","sampleid","replicate","sitecode.x","species.x","role.x","delta13c","delta15n","c_n_ratio","old.sampleid.y","sitename.x","sitecode.y","species.y","role.y","delta2h","ampl","p_h","delta13c_norm","d13c_algae","d13c_aqbase","d13c_det","d13c_norm_algae","d13c_norm_aqbase","d13c_norm_det","d13c_norm_terbase","d13c_terbase","d15n_algae","d15n_aqbase","d15n_det","d15n_terbase","dh2_algae","dh2_aqbase","dh2_det","dh2_terbase","ter_energy_pp","ter_energy_sc","tp_1_algae","tp_1_det","tp_1_terbase","tp_1_aqbase","tp_2_pp","tp_2_sc","c_ter_energy_pp","c_ter_energy_sc","c_tp_1_algae","c_tp_1_det","c_tp_1_terbase","c_tp_1_aqbase","c_tp_2_pp","c_tp_2_sc","pc1","adj_pc1","pc2","adj_pc2","s_diversity","peilou_evenness","species_richness","rock.bass","blacknose.dace","blackside.darter","bluntnose.minnow","brook.stickleback","brown.trout","central.mudminnow","common.carp","common.shiner","creek.chub","fathead.minnow","johnny.darter","largemouth.bass","least.darter","longnose.dace","mottled.sculpin","northern.hog.sucker","northern.redbelly.dace","pumpkinseed","rainbow.trout","smallmouth.bass","stonecat","unknown","white.sucker","yellow.perch","white.crappie","mad.tom.sp.","ter_energy_pp_0_1","sitecode","sitename.y","pass","species","number","forkmm","totalmm","weight","kept","sex","stomach","stomachsource","notes","X.y","X.1"
"37",NA,NA,"BW-S18-163-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","1","white sucker","1",NA,255,137,"Y","","detritus","aquatic","tail damaged","",""
"38",NA,NA,"BW-S18-163-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","2","white sucker","2","33",35,0.3,"Y","M","","","","",""
"39",NA,NA,"BW-S18-163-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","2","white sucker","3","274",290,254.5,"Y","M","","","","",""
"40",NA,NA,"BW-S18-163-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","2","white sucker","4","180",190,79,"Y","M","detritus","aquatic","","",""
"41",NA,NA,"BW-S18-163-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","2","white sucker","5","131",139,30.5,"Y","M","","","","",""
"42",NA,NA,"BW-S18-163-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","spot check","white sucker","6","175",184,61.5,"Y","M","detritus","aquatic","not in the bag when taken out in lab","",""
"43",NA,NA,"BW-S18-163-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","spot check","white sucker","7","128",135,24.5,"Y","M","detritus","aquatic","","",""
"44",NA,NA,"BW-S18-208-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","1","bluntnose minnow","1","57",62,2,"N","","","","","",""
"45",64,"BW-S18-212-1","BW-S18-212-1",0,"BW","creek chub","cc",-25.247,7.907,3.298964222,"BW-S18-212-1","Backus Woods","BW","creek chub","cc",-91.04,14581,6.7,-25.30102542022,-32.037,-29.768,-28.259,-27.32115321785,-28.10663559022,-9.804641581,-25.69135862581,-28.307,8.43633333333333,6.1195,2.45544444433333,0.138333333333333,-179.83,-101.715,-96.26,-100.64,"1.0624626061984",9.93023255813951,0.844313725490196,2.60339869284314,4.28490196078431,2.52573529411765,2.71327572442842,19.9946694026447,0.115327060519299,1.1616101222931,1.59415523459706,-3.55775995271176,2.11480388399706,2.82517946176471,10.7670663000647,11.7670663000647,-0.73573,1.15074,-2.53256,0,1.4140985,0.8786288,5,0,10,0,1,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,"BW","Backus Woods","spot check","creek chub","1","132",142,2.8,"Y","","","","","",""
"46",NA,NA,"BW-S18-212-MT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","MT3","creek chub","2","120",128,24,"Y","F","","","","",""
"47",NA,NA,"BW-S18-341-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","1","johnny darter","1",NA,54,1.5,"Y","F","unkown","unknown","","",""
"48",NA,NA,"BW-S18-341-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","1","johnny darter","2",NA,48,1,"Y","M","unkown","unknown","","",""
"49",NA,NA,"BW-S18-341-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","1","johnny darter","3",NA,41,0.5,"Y","M","unkown","unknown","","",""
"50",NA,NA,"BW-S18-630-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","1","blacknose dace","1","64",66,4,"Y","F","","","","",""
"51",NA,NA,"BW-S18-630-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","3","blacknose dace","10","79",54,5.5,"Y","M","Insects","unknown","","",""
"52",NA,NA,"BW-S18-630-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","1","blacknose dace","2","43",45,1,"Y","U","detritus","aquatic","","",""
"53",NA,NA,"BW-S18-630-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","1","blacknose dace","3","50",53,2,"Y","M","insects","unknown","","",""
"54",NA,NA,"BW-S18-630-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","2","blacknose dace","4","70",74,4,"Y","F","mayfly","aquatic","","",""
"55",NA,NA,"BW-S18-630-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","2","blacknose dace","5","79",84,6.5,"Y","M","Insect","unknown","","",""
"56",NA,NA,"BW-S18-630-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","3","blacknose dace","6","57",92,8,"Y","U","","","","",""
"57",NA,NA,"BW-S18-630-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","3","blacknose dace","7","74",79,5,"Y","M","Insects","unknown","","",""
"58",NA,NA,"BW-S18-630-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","3","blacknose dace","8","70",73,4,"Y","M","Insects","unknown","","",""
"59",NA,NA,"BW-S18-630-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BW","Backus Woods","3","blacknose dace","9","53",57,2,"Y","M","Insects","unknown","","",""
"60",NA,NA,"SC-S18-311-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","rock bass","1","69",72,7,"N","","","","","",""
"61",NA,NA,"SC-S18-341-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","johnny darter","1",NA,46,1,"N","","","","","",""
"62",613,"SC-S18-212-1","SC-S18-212-1",0,"SC","creek chub","cc",-24.491,10.762,3.452132819,"SC-S18-212-1","Caughell","SC","creek chub","cc",-104.68,16756,6.7,-24.39338850919,-28.3356666666667,-33.614,-29.1116666666667,-17.4312218639667,-24.4401399268,-14.6722125784667,-25.2057632291633,-26.1633333333333,5.07033333333333,0.211,1.33933333333333,3.36233333333333,-123.873333333333,-116.1,-96.7633333333333,-89.3566666666667,"0.707979835239149",0.427022310856288,2.67401960784314,3.77137254901961,4.17637254901961,5.10323529411765,3.45092336233645,4.70744422285928,-2.52342994342682,-0.0610632114587994,-1.04769607212451,-1.85916939138922,2.23893374116863,2.01375041694412,11.3398201497618,12.3398201497618,0.13615,2.02262,0.34914,2.8817,1.065928,0.5949058,6,1,0,0,24,0,0,0,0,6,97,0,263,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,"SC","Caughell","1","creek chub","1","64",68,3.5,"Y","M","empty","unknown","Pria 1","",""
"63",NA,NA,"SC-S18-341-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","johnny darter","2",NA,52,1,"N","","","","","",""
"64",NA,NA,"SC-S18-341-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","johnny darter","3",NA,44,1,"N","","","","","",""
"65",NA,NA,"SC-S18-341-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","johnny darter","4",NA,53,1.5,"N","","","","","",""
"66",NA,NA,"SC-S18-341-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","johnny darter","5",NA,52,1.5,"N","","","","","",""
"67",NA,NA,"SC-S18-208-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","bluntnose minnow","1","42",45,1,"N","","","","","",""
"68",618,"SC-S18-212-2","SC-S18-212-2",0,"SC","creek chub","cc",-24.389,10.809,3.427374162,"SC-S18-212-2","Caughell","SC","creek chub","cc",-108.3,14932,6.5,-24.31589957962,-28.3356666666667,-33.614,-29.1116666666667,-17.4312218639667,-24.4401399268,-14.6722125784667,-25.2057632291633,-26.1633333333333,5.07033333333333,0.211,1.33933333333333,3.36233333333333,-123.873333333333,-116.1,-96.7633333333333,-89.3566666666667,"0.574449772531661",0.291661473264365,2.6878431372549,3.78519607843137,4.19019607843137,5.11705882352941,3.31821728470067,4.84672866978026,-2.49534416278909,-0.162273466333237,-1.02490521048627,-1.83637852975098,2.26172460280686,2.03654127858235,11.3308528175353,12.3308528175353,0.13615,2.02262,0.34914,2.8817,1.065928,0.5949058,6,1,0,0,24,0,0,0,0,6,97,0,263,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,"SC","Caughell","1","creek chub","2","61",65,3,"Y","I","insects algae","aquatic","Pria 2","",""
"69",NA,NA,"SC-S18-341-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","johnny darter","6",NA,44,1,"N","","","","","",""
"70",NA,NA,"SC-S18-208-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","bluntnose minnow","2","54",57,1.5,"N","","","","","",""
"71",NA,NA,"SC-S18-341-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","johnny darter","7",NA,44,1,"N","","","","","",""
"72",NA,NA,"SC-S18-341-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","johnny darter","8",NA,55,1.5,"N","","","","","",""
"73",619,"SC-S18-212-3","SC-S18-212-3",0,"SC","creek chub","cc",-24.236,10.3,3.370701881,"SC-S18-212-3","Caughell","SC","creek chub","cc",-102.11,16416,6.7,-24.21900513781,-28.3356666666667,-33.614,-29.1116666666667,-17.4312218639667,-24.4401399268,-14.6722125784667,-25.2057632291633,-26.1633333333333,5.07033333333333,0.211,1.33933333333333,3.36233333333333,-123.873333333333,-116.1,-96.7633333333333,-89.3566666666667,"0.802778802409935",0.523121027047239,2.53813725490196,3.63549019607843,4.04049019607843,4.96735294117647,3.41906893484063,4.48249155002896,-2.46022487474638,-0.288829752578577,-0.99640684524804,-1.80788016451275,2.2902229680451,2.06503964382059,11.1526485699441,12.1526485699441,0.13615,2.02262,0.34914,2.8817,1.065928,0.5949058,6,1,0,0,24,0,0,0,0,6,97,0,263,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,"SC","Caughell","1","creek chub","3","80",85,6.5,"Y","M","pink bug/insects","unknown","Pria 3","",""
"74",NA,NA,"SC-S18-341-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","johnny darter","9",NA,49,1,"N","","","","","",""
"75",NA,NA,"SC-S18-341-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","johnny darter","10",NA,45,1,"N","","","","","",""
"76",NA,NA,"SC-S18-341-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC","Caughell","1","johnny darter","11",NA,45,1,"N","","","","","",""
