,old.sampleid.x,sampleid,replicate,sitecode.x,species.x,role.x,delta13c,delta15n,c_n_ratio,old.sampleid.y,sitename,sitecode.y,species.y,role.y,delta2h,ampl,p_h
588,PVTF-S18-630-3,PVTF-S18-630-3,0,PV,blacknose dace,invertivore,-27.32429326,11.11761401,3.671240181,NA,NA,NA,NA,NA,NA,NA,NA
589,PVTF-S18-630-4,PVTF-S18-630-4,0,PV,blacknose dace,invertivore,-26.94331772,11.0712163,3.759174865,NA,NA,NA,NA,NA,NA,NA,NA
590,PVTF-S18-ALG-1,PVTF-S18-ALG-1,0,PV,algae,algae,-31.76559756,8.080727975,7.586656227,PVTF-S18-ALG-1,Pleasant Valley Trout Farm,PVTF,algae,algae,-124.92,15772,3.4
591,PVTF-S18-ALG-2,PVTF-S18-ALG-2,0,PV,algae,algae,-31.7646067,7.514453776,7.976099878,PVTF-S18-ALG-2,Pleasant Valley Trout Farm,PVTF,algae,algae,-125.75,17532,3.8
592,PVTF-S18-ALG-3,PVTF-S18-ALG-3,0,PV,algae,algae,-31.83495789,7.801149151,8.076267684,PVTF-S18-ALG-3,Pleasant Valley Trout Farm,PVTF,algae,algae,-123.04,16006,4.2
593,PVTF-S18-CADDISFLY-1,PVTF-S18-CADDISFLY-1,0,PV,caddisfly,aqbase,-28.04982032,8.419485846,4.927413233,PVTF-S18-CADDISFLY-1,Pleasant Valley Trout Farm,PVTF,caddisfly,aqbase,-136.59,5552,5.8
594,PVTF-S18-CADDISFLY-2,PVTF-S18-CADDISFLY-2,0,PV,caddisfly,aqbase,-27.89034219,8.652483082,4.842013961,PVTF-S18-CADDISFLY-1,Pleasant Valley Trout Farm,PVTF,caddisfly,aqbase,-136.59,5552,5.8
595,PVTF-S18-DET-1,PVTF-S18-DET-1,0,PV,detritus,det,-27.84178497,3.582050536,23.09292479,PVTF-S18-DET-1,Pleasant Valley Trout Farm,PVTF,detritus,det,-94.33,3216,2.5
596,PVTF-S18-DET-2,PVTF-S18-DET-2,0,PV,detritus,det,-28.02905784,3.574933984,22.8516116,PVTF-S18-DET-2,Pleasant Valley Trout Farm,PVTF,detritus,det,-102.3,2952,2.4
597,PVTF-S18-DET-3,PVTF-S18-DET-3,0,PV,detritus,det,-27.99735026,3.550534378,23.18714346,PVTF-S18-DET-3,Pleasant Valley Trout Farm,PVTF,detritus,det,-104.03,2984,2.5
598,PVTF-S18-GOL-1,PVTF-S18-GOL-1,0,PV,goldenrod,terpp,-27.79719619,0.4202682,18.57267907,PVTF-S18-Gol-1,Pleasant Valley Trout Farm,PVTF,goldenrod,terpp,-162.5,6279,6.4
599,PVTF-S18-GOL-2,PVTF-S18-GOL-2,0,PV,goldenrod,terpp,-27.83980324,0.375535588,17.97787142,PVTF-S18-Gol-2,Pleasant Valley Trout Farm,PVTF,goldenrod,terpp,-155.4,5568,6.6
600,PVTF-S18-GOL-3,PVTF-S18-GOL-3,0,PV,goldenrod,terpp,-27.76945206,0.317586523,19.51996509,PVTF-S18-Gol-3,Pleasant Valley Trout Farm,PVTF,goldenrod,terpp,-155.86,5144,6.5
601,SC-S18-163-3,SC-S18-163-3,0,SC,white sucker,detritivore,-24.797,13.369,3.462210257,NA,NA,NA,NA,NA,NA,NA,NA
602,SC-S18-163-4,SC-S18-163-4,0,SC,white sucker,detritivore,-25.194,13.256,3.525009648,SC-S18-163-4,Caughell,SC,white sucker,detritivore,-122.35,14857,7
603,SC-S18-163-5,SC-S18-163-5,0,SC,white sucker,detritivore,-24.733,13.341,3.373405654,NA,NA,NA,NA,NA,NA,NA,NA
604,SC-S18-198-1,SC-S18-198-1,0,SC,common shiner,invertivore,-23.886,10.698,3.374332777,NA,NA,NA,NA,NA,NA,NA,NA
605,SC-S18-198-4,SC-S18-198-4,0,SC,common shiner,invertivore,-24.439,11.063,3.382395269,NA,NA,NA,NA,NA,NA,NA,NA
606,SC-S18-198-6,SC-S18-198-6,0,SC,common shiner,invertivore,-24.044,10.559,3.426820476,NA,NA,NA,NA,NA,NA,NA,NA
607,SC-S18-198-6 A,SC-S18-198-6 A,1,SC,common shiner,invertivore,-24.145,10.521,3.426964667,NA,NA,NA,NA,NA,NA,NA,NA
608,SC-S18-198-6 B,SC-S18-198-6 B,1,SC,common shiner,invertivore,-24.081,10.489,3.405336469,NA,NA,NA,NA,NA,NA,NA,NA
609,SC-S18-198-6,SC-S18-198-6,0,SC,common shiner,invertivore,-24.113,10.505,3.416150568,NA,NA,NA,NA,NA,NA,NA,NA
610,SC-S18-208-16,SC-S18-208-16,0,SC,bluntnose minnow,detritivore,-24.68,12.968,3.398647449,NA,NA,NA,NA,NA,NA,NA,NA
611,SC-S18-208-7,SC-S18-208-7,0,SC,bluntnose minnow,detritivore,-24.872,12.799,3.364559307,NA,NA,NA,NA,NA,NA,NA,NA
612,SC-S18-208-9,SC-S18-208-9,0,SC,bluntnose minnow,detritivore,-24.826,12.653,3.418755669,NA,NA,NA,NA,NA,NA,NA,NA
613,SC-S18-212-1,SC-S18-212-1,0,SC,creek chub,cc,-24.491,10.762,3.452132819,SC-S18-212-1,Caughell,SC,creek chub,cc,-104.68,16756,6.7
614,SC-S18-212-10,SC-S18-212-10,0,SC,creek chub,cc,-24.501,11.522,3.656050931,SC-S18-212-10,Caughell,SC,creek chub,cc,-117.51,14703,6.4
615,SC-S18-212-12,SC-S18-212-12,0,SC,creek chub,cc,-24.521,11.401,3.527940108,SC-S18-212-12,Caughell,SC,creek chub,cc,-116.45,13919,6.2
616,SC-S18-212-14,SC-S18-212-14,0,SC,creek chub,cc,-26.255,10.28,3.280466832,SC-S18-212-14,Caughell,SC,creek chub,cc,-109.7,16473,6.7
617,SC-S18-212-17,SC-S18-212-17,0,SC,creek chub,cc,-24.838,11.4,3.359655448,SC-S18-212-17,Caughell,SC,creek chub,cc,-101.35,15235,6.8
618,SC-S18-212-2,SC-S18-212-2,0,SC,creek chub,cc,-24.389,10.809,3.427374162,SC-S18-212-2,Caughell,SC,creek chub,cc,-108.3,14932,6.5
619,SC-S18-212-3,SC-S18-212-3,0,SC,creek chub,cc,-24.236,10.3,3.370701881,SC-S18-212-3,Caughell,SC,creek chub,cc,-102.11,16416,6.7
620,SC-S18-212-7,SC-S18-212-7,0,SC,creek chub,cc,-24.261,11.224,3.29713445,SC-S18-212-7,Caughell,SC,creek chub,cc,-101.72,15322,6.7
621,SC-S18-212-MT1,SC-S18-212-MT1,0,SC,creek chub,cc,-24.958,11.031,3.663487482,SC-S18-212-MT1,Caughell,SC,creek chub,cc,-121.06,13430,6.5
622,SC-S18-212-MT2,SC-S18-212-MT2,0,SC,creek chub,cc,-24.567,10.964,3.769098712,SC-S18-212-MT2,Caughell,SC,creek chub,cc,-112.62,14293,6.3
623,SC-S18-341-38,SC-S18-341-38,0,SC,johnny darter,invertivore,-23.324,12.319,3.431796841,NA,NA,NA,NA,NA,NA,NA,NA
624,SC-S18-341-41,SC-S18-341-41,0,SC,johnny darter,invertivore,-23.301,13.398,3.398766136,SC-S18-341-41,Caughell,SC,johnny darter,invertivore,-119.27,14702,6.9
625,SC-S18-341-42,SC-S18-341-42,0,SC,johnny darter,invertivore,-29.01,6.798,11.2353983,NA,NA,NA,NA,NA,NA,NA,NA
626,SC-S18-ALG-1,SC-S18-ALG-1,0,SC,algae,algae,-29.071,6.754,11.32269492,SC-S18-ALG-1,Caughell,SC,algae,algae,-123.65,15980,1.5
627,SC-S18-ALG-2,SC-S18-ALG-2,0,SC,algae,algae,-29.155,6.555,11.29565254,SC-S18-ALG-2,Caughell,SC,algae,algae,-124.27,17140,1.5
628,SC-S18-ALG-3,SC-S18-ALG-3,0,SC,algae,algae,-26.781,1.902,20.48603073,SC-S18-ALG-3,Caughell,SC,algae,algae,-123.7,16038,1.6
629,SC-S18-DET-1,SC-S18-DET-1,0,SC,detritus,det,-26.668,1.851,21.13337174,SC-S18-DET-1,Caughell,SC,detritus,det,-97.83,26559,5.5
630,SC-S18-DET-2,SC-S18-DET-2,0,SC,detritus,det,-26.983,1.884,20.12468983,SC-S18-DET-2,Caughell,SC,detritus,det,-93.62,26820,5.8
631,SC-S18-DET-3,SC-S18-DET-3,0,SC,detritus,det,-33.684,0.283,12.55846597,SC-S18-DET-3,Caughell,SC,detritus,det,-98.84,27542,5.8
632,SC-S18-GOL-1,SC-S18-GOL-1,0,SC,goldenrod,terpp,-33.65,0.106,12.59228178,SC-S18-GOL-1,Caughell,SC,goldenrod,terpp,-99.81,14730,5.9
633,SC-S18-GOL-2,SC-S18-GOL-2,0,SC,goldenrod,terpp,-33.719,0.243,12.67594711,SC-S18-GOL-2,Caughell,SC,goldenrod,terpp,-100.48,14979,6
634,SC-S18-GOL-3,SC-S18-GOL-3,0,SC,goldenrod,terpp,-33.696,0.349,12.86297376,SC-S18-GOL-3,Caughell,SC,goldenrod,terpp,-103.44,15727,5.9
635,SC-S18-GOL-3,SC-S18-GOL-3,0,SC,goldenrod,terpp,-26.452,9.973,4.806508951,SC-S18-GOL-3,Caughell,SC,goldenrod,terpp,-103.44,15727,5.9
636,SC-S18-MAYFLY,SC-S18-MAYFLY,0,SC,mayfly,aqbase,-33.614,0.211,12.62006068,SC-S18-MAYFLY,Caughell,SC,mayfly,aqbase,-116.1,16072,5.6
637,SC-S18-SNAIL-1,SC-S18-SNAIL-1,0,SC,european garden snail,terbase,-26.026,3.396,4.316059957,SC-S18-SNAIL-1,Caughell,SC,european garden snail,terbase,-89.64,18865,6.5
638,SC-S18-SNAIL-2,SC-S18-SNAIL-2,0,SC,european garden snail,terbase,-26.174,3.263,4.316960148,SC-S18-SNAIL-2,Caughell,SC,european garden snail,terbase,-89.55,21373,6.6
639,SC-S18-SNAIL-3,SC-S18-SNAIL-3,0,SC,european garden snail,terbase,-26.29,3.428,4.329313544,SC-S18-SNAIL-3,Caughell,SC,european garden snail,terbase,-88.88,19936,6.6
640,UH-S18-212-12 A,UH-S18-212-12 A,1,UH,creek chub,cc,-25.95439249,9.4157848,3.264661397,NA,NA,NA,NA,NA,NA,NA,NA
641,UH-S18-212-12 B,UH-S18-212-12 B,1,UH,creek chub,cc,-25.92777997,9.424842533,3.275857379,NA,NA,NA,NA,NA,NA,NA,NA
642,UH-S18-212-12 C,UH-S18-212-12 C,1,UH,creek chub,cc,-25.89032531,9.414778386,3.267385757,NA,NA,NA,NA,NA,NA,NA,NA
643,UH-S18-212-12,UH-S18-212-12,0,UH,creek chub,cc,-25.92416592,9.418468573,3.269301511,UH-S18-212-12,Underhill Farm,UH,creek chub,cc,-100.83,6747,6.6
644,UH-S18-212-13,UH-S18-212-13,0,UH,creek chub,cc,-28.38419472,9.635768883,3.319217428,UH-S18-212-13,Underhill Farm,UH,creek chub,cc,-109.53,6555,6.6
645,UH-S18-212-16,UH-S18-212-16,0,UH,creek chub,cc,-25.88184334,9.640334457,3.228930567,UH-S18-212-16,Underhill Farm,UH,creek chub,cc,-101.44,6199,7
646,UH-S18-212-18,UH-S18-212-18,0,UH,creek chub,cc,-27.72794338,8.832459431,3.32175213,UH-S18-212-18,Underhill Farm,UH,creek chub,cc,-110.95,6530,6.7
647,UH-S18-212-19,UH-S18-212-19,0,UH,creek chub,cc,-26.12393999,11.65187496,3.299283877,UH-S18-212-19,Underhill Farm,UH,creek chub,cc,-101.36,5625,6.7
648,UH-S18-212-24,UH-S18-212-24,0,UH,creek chub,cc,-26.64995628,9.646983986,3.319686546,UH-S18-212-24,Underhill Farm,UH,creek chub,cc,-107.86,5247,6.6
649,UH-S18-212-26,UH-S18-212-26,0,UH,creek chub,cc,-26.18819626,10.29888451,3.268162426,UH-S18-212-26,Underhill Farm,UH,creek chub,cc,-105.99,5717,6.8
650,UH-S18-212-30,UH-S18-212-30,0,UH,creek chub,cc,-26.93168593,9.855450002,3.26914067,UH-S18-212-30,Underhill Farm,UH,creek chub,cc,-108.23,5393,6.6
651,UH-S18-212-32,UH-S18-212-32,0,UH,creek chub,cc,-26.97092768,9.011332273,3.520927717,UH-S18-212-32,Underhill Farm,UH,creek chub,cc,-118.13,6014,6.7
652,UH-S18-212-7,UH-S18-212-7,0,UH,creek chub,cc,-26.29169428,8.636356203,3.276447244,UH-S18-212-7,Underhill Farm,UH,creek chub,cc,-98.91,5867,6.6
653,UH-S18-630-18,UH-S18-630-18,0,UH,blacknose dace,invertivore,-28.56461125,11.04200087,3.738029518,NA,NA,NA,NA,NA,NA,NA,NA
654,UH-S18-630-3,UH-S18-630-3,0,UH,blacknose dace,invertivore,-28.33658431,11.43617551,3.43863879,NA,NA,NA,NA,NA,NA,NA,NA
655,UH-S18-630-5,UH-S18-630-5,0,UH,blacknose dace,invertivore,-28.71727959,10.42896561,3.879449594,UH-S18-630-5,Underhill Farm,UH,blacknose dace,invertivore,-129.95,5498,7.2
656,UH-S18-AQU-1 A,UH-S18-AQU-1 A,1,UH,caddisfly,aqbase,-34.00332076,5.030348163,5.63529795,NA,NA,NA,NA,NA,NA,NA,NA
657,UH-S18-AQU-1 B,UH-S18-AQU-1 B,1,UH,caddisfly,aqbase,-34.20617567,4.778194588,5.536302074,NA,NA,NA,NA,NA,NA,NA,NA
658,UH-S18-AQU-1 C,UH-S18-AQU-1 C,1,UH,caddisfly,aqbase,-34.25659596,4.979074805,5.664457393,NA,NA,NA,NA,NA,NA,NA,NA
659,UH-S18-AQU-1,UH-S18-AQU-1,0,UH,caddisfly,aqbase,-34.15536413,4.929205852,5.612019139,UH-S18-AQU-1,Underhill Farm,UH,caddisfly,aqbase,-188.39,4776,6
660,UH-S18-AQU-2,UH-S18-AQU-2,0,UH,caddisfly,aqbase,-33.8589347,4.786998545,5.677109784,UH-S18-AQU-2,Underhill Farm,UH,caddisfly,aqbase,-187.05,4594,5.7
661,UH-S18-DET-1,UH-S18-DET-1,0,UH,detritus,det,-26.39432851,-0.497857087,31.7755469,UH-S18-DET-1,Underhill Farm,UH,detritus,det,-113.15,2612,2.2
662,UH-S18-DET-2,UH-S18-DET-2,0,UH,detritus,det,-26.38377495,-0.695646607,32.54331217,UH-S18-DET-2,Underhill Farm,UH,detritus,det,-107.07,2519,2.3
663,UH-S18-DET-3,UH-S18-DET-3,0,UH,detritus,det,-26.5845974,-0.941759732,32.22483376,UH-S18-DET-3,Underhill Farm,UH,detritus,det,-109.13,3422,2.5
664,UH-S18-GOL-1,UH-S18-GOL-1,0,UH,goldenrod,terpp,-29.06076051,-2.994974315,22.42594163,UH-S18-GOL-1,Underhill Farm,UH,goldenrod,terpp,-161.83,5222,6.1
665,UH-S18-GOL-2,UH-S18-GOL-2,0,UH,goldenrod,terpp,-29.17317088,-3.085042466,22.36694112,UH-S18-GOL-2,Underhill Farm,UH,goldenrod,terpp,-161.77,5909,6.1
666,UH-S18-GOL-3,UH-S18-GOL-3,0,UH,goldenrod,terpp,-28.94920886,-2.961681365,22.25766281,UH-S18-GOL-3,Underhill Farm,UH,goldenrod,terpp,-169.39,4862,6
667,UH-S18-TER-1-1,UH-S18-TER-1-1,0,UH,european garden snail,terbase,-27.93665177,-1.262769409,4.561828178,UH-S18-TER-1-1,Underhill Farm,UH,european garden snail,terbase,-85.43,6583,6.5
668,UH-S18-TER-1-2,UH-S18-TER-1-2,0,UH,european garden snail,terbase,-27.60090437,-1.035713906,4.57565296,UH-S18-TER-1-1,Underhill Farm,UH,european garden snail,terbase,-85.43,6583,6.5
669,UH-S18-TER-2-1,UH-S18-TER-2-1,0,UH,caterpillar,terbase,-26.97248251,1.285364457,5.319392315,UH-S18-TER-2-1,Underhill Farm,UH,caterpillar,terbase,-147.97,7228,6.9
670,UH-S18-TER-2-1,UH-S18-TER-2-2,0,UH,caterpillar,terbase,-26.97248251,1.285364457,5.319392315,UH-S18-TER-2-2,Underhill Farm,UH,caterpillar,terbase,-148.53,5631,6.9
671,UH-S18-ALG1 + UH-S18-ALG2,UH-S18-ALG-1,0,UH,algae,algae,-28.19,5.53,12.75,UH-S18-ALG-1,Underhill Farm,UH,algae,algae,-114.61,13308,3.4
672,UH-S18-ALG1 + UH-S18-ALG2,UH-S18-ALG-2,0,UH,algae,algae,-28.19,5.53,12.75,UH-S18-ALG-2,Underhill Farm,UH,algae,algae,-114.27,13749,3.8
673,VN-S18-212-1,VN-S18-212-1,0,VN,creek chub,cc,-25.34510582,8.917005604,3.480260845,VN-S18-212-1,VanDenNest,VN,creek chub,cc,-106.85,5761,6.8
674,VN-S18-212-2,VN-S18-212-2,0,VN,creek chub,cc,-25.21870195,9.198425161,3.526219084,VN-S18-212-2,VanDenNest,VN,creek chub,cc,-103.93,5438,6.6
675,VN-S18-630-18,VN-S18-630-18,0,VN,blacknose dace,invertivore,-25.78435124,8.644249059,3.628782371,VN-S18-630-18,VanDenNest,VN,blacknose dace,invertivore,-102.74,6501,6.6
676,VN-S18-630-19,VN-S18-630-19,0,VN,blacknose dace,invertivore,-25.51293633,8.774400633,3.53961562,NA,NA,NA,NA,NA,NA,NA,NA
677,VN-S18-630-28,VN-S18-630-28,0,VN,blacknose dace,invertivore,-25.63754146,9.429321384,3.739676476,NA,NA,NA,NA,NA,NA,NA,NA
678,VN-S18-ALG-1,VN-S18-ALG-1,0,VN,algae,algae,-29.24172072,5.308259226,12.70235184,VN-S18-ALG-1,VanDenNest,VN,algae,algae,-170.69,14590,4
679,VN-S18-ALG-2,VN-S18-ALG-2,0,VN,algae,algae,-29.91305801,5.806128262,12.52694293,VN-S18-ALG-2,VanDenNest,VN,algae,algae,-156.83,11685,2.8
680,VN-S18-ALG-3,VN-S18-ALG-3,0,VN,algae,algae,-30.02140345,5.738208429,12.6332915,VN-S18-ALG-3,VanDenNest,VN,algae,algae,-173.63,15007,3.6
681,VN-S18-DET-1,VN-S18-DET-1,0,VN,detritus,det,-28.61454883,2.026890168,21.34962595,VN-S18-DET-1,VanDenNest,VN,detritus,det,-115.11,5843,4.1
682,VN-S18-DET-2,VN-S18-DET-2,0,VN,detritus,det,-28.51863189,1.20693424,23.95515915,VN-S18-DET-2,VanDenNest,VN,detritus,det,-115.28,5637,4.1
683,VN-S18-DET-3,VN-S18-DET-3,0,VN,detritus,det,-28.45929925,1.359490853,23.70538822,VN-S18-DET-3,VanDenNest,VN,detritus,det,-101.3,5630,4.6
684,VN-S18-GOL-1,VN-S18-GOL-1,0,VN,goldenrod,terpp,-33.12543966,1.842258763,13.67128736,VN-S18-GOL-1,VanDenNest,VN,goldenrod,terpp,-103.72,3774,5.7
685,VN-S18-GOL-2,VN-S18-GOL-2,0,VN,goldenrod,terpp,-33.30796995,1.885080523,13.19679711,VN-S18-GOL-2,VanDenNest,VN,goldenrod,terpp,-103.22,4465,5.7
686,VN-S18-GOL-3,VN-S18-GOL-3,0,VN,goldenrod,terpp,-33.19985824,1.792998888,13.43689262,VN-S18-GOL-3,VanDenNest,VN,goldenrod,terpp,-99.27,4765,6
687,VN-S18-TER-1-1,VN-S18-TER-1-1,0,VN,european garden snail,terbase,-26.71286604,1.174391313,4.407529658,VN-S18-TER-1-1,VanDenNest,VN,european garden snail,terbase,-86.94,6565,6.3
688,VN-S18-TER-1-2 A,VN-S18-TER-1-2 A,1,VN,european garden snail,terbase,-26.54073179,1.182983854,4.343149595,NA,NA,NA,NA,NA,NA,NA,NA
689,VN-S18-TER-1-2 B,VN-S18-TER-1-2 B,1,VN,european garden snail,terbase,-26.56066516,1.032511197,4.31852201,NA,NA,NA,NA,NA,NA,NA,NA
690,VN-S18-TER-1-2 C,VN-S18-TER-1-2 C,1,VN,european garden snail,terbase,-26.47795922,0.96257788,4.473564742,NA,NA,NA,NA,NA,NA,NA,NA
691,VN-S18-TER-1-2,VN-S18-TER-1-2,0,VN,european garden snail,terbase,-26.52645206,1.059357644,4.378412116,VN-S18-TER-1-1,VanDenNest,VN,european garden snail,terbase,-86.94,6565,6.3
692,VN-S18-TER-2,VN-S18-TER-2-1,0,VN,caterpillar,terbase,-26.50203373,1.762142253,6.036221391,VN-S18-TER-2-1,VanDenNest,VN,caterpillar,terbase,-105.49,6003,6.9
693,VN-S18-TER-2,VN-S18-TER-2-2,0,VN,caterpillar,terbase,-26.50203373,1.762142253,6.036221391,VN-S18-TER-2-2,VanDenNest,VN,caterpillar,terbase,-107.46,5443,7
694,WA-S18-163-1 A,WA-S18-163-1 A,1,WA,white sucker,detritivore,-28.84865602,13.0986703,3.169419424,NA,NA,NA,NA,NA,NA,NA,NA
695,WA-S18-163-1 B,WA-S18-163-1 B,1,WA,white sucker,detritivore,-28.97390855,13.13902486,3.178077041,NA,NA,NA,NA,NA,NA,NA,NA
696,WA-S18-163-1 C,WA-S18-163-1 C,1,WA,white sucker,detritivore,-28.94925254,13.18543262,3.16584699,NA,NA,NA,NA,NA,NA,NA,NA
697,WA-S18-163-1,WA-S18-163-1,0,WA,white sucker,detritivore,-28.92393904,13.14104259,3.171114485,NA,NA,NA,NA,NA,NA,NA,NA
698,WA-S18-163-2,WA-S18-163-2,0,WA,white sucker,detritivore,-28.36934319,12.81316173,3.207601305,WA-S18-163-2,Watson,WA,white sucker,detritivore,-125.62,6440,6.5
699,WA-S18-163-5,WA-S18-163-5,0,WA,white sucker,detritivore,-29.21159249,12.15134682,3.170630954,NA,NA,NA,NA,NA,NA,NA,NA
700,WA-S18-212-11,WA-S18-212-11,0,WA,creek chub,cc,-25.89289355,9.329553684,3.274977498,WA-S18-212-11,Watson,WA,creek chub,cc,-103.56,6139,6.6
701,WA-S18-212-17,WA-S18-212-17,0,WA,creek chub,cc,-25.97672399,9.52123788,3.2616852,WA-S18-212-17,Watson,WA,creek chub,cc,-101.56,5328,6.5
702,WA-S18-212-20,WA-S18-212-20,0,WA,creek chub,cc,-25.87908619,8.517418011,3.335955763,WA-S18-212-20,Watson,WA,creek chub,cc,-97.44,5911,6.6
703,WA-S18-212-24,WA-S18-212-24,0,WA,creek chub,cc,-26.12071508,10.48369432,3.18085684,WA-S18-212-24,Watson,WA,creek chub,cc,-103.08,5609,6.6
704,WA-S18-212-25,WA-S18-212-25,0,WA,creek chub,cc,-26.04082961,9.719984125,3.286154384,WA-S18-212-25,Watson,WA,creek chub,cc,-99.39,5557,6.5
705,WA-S18-212-26,WA-S18-212-26,0,WA,creek chub,cc,-26.13057749,9.710904347,3.19149173,WA-S18-212-26,Watson,WA,creek chub,cc,-101.7,5475,6.5
706,WA-S18-212-29,WA-S18-212-29,0,WA,creek chub,cc,-26.0063112,8.978468946,3.354467574,WA-S18-212-29,Watson,WA,creek chub,cc,-104.32,5575,7
707,WA-S18-212-4,WA-S18-212-4,0,WA,creek chub,cc,-26.33768797,10.70261785,3.293998897,WA-S18-212-4,Watson,WA,creek chub,cc,-102.2,6919,6.7
708,WA-S18-212-5,WA-S18-212-5,0,WA,creek chub,cc,-25.43133305,9.493998546,3.298603333,WA-S18-212-5,Watson,WA,creek chub,cc,-94.99,4924,6.5
709,WA-S18-212-8 A,WA-S18-212-8 A,1,WA,creek chub,cc,-26.08323795,9.161073364,3.249587901,NA,NA,NA,NA,NA,NA,NA,NA
710,WA-S18-212-8 B,WA-S18-212-8 B,1,WA,creek chub,cc,-25.96784782,8.887671169,3.287521576,NA,NA,NA,NA,NA,NA,NA,NA
711,WA-S18-212-8 C,WA-S18-212-8 C,1,WA,creek chub,cc,-25.97573775,8.903812996,3.270907257,NA,NA,NA,NA,NA,NA,NA,NA
712,WA-S18-212-8,WA-S18-212-8,0,WA,creek chub,cc,-26.00894117,8.984185843,3.269338911,WA-S18-212-8,Watson,WA,creek chub,cc,-99.18,5264,6.7
713,WA-S18-341-13,WA-S18-341-13,0,WA,johnny darter,invertivore,-28.30326508,14.54033722,3.327656836,NA,NA,NA,NA,NA,NA,NA,NA
714,WA-S18-341-15,WA-S18-341-15,0,WA,johnny darter,invertivore,-27.76675031,13.82101706,3.330208896,NA,NA,NA,NA,NA,NA,NA,NA
715,WA-S18-341-9,WA-S18-341-9,0,WA,johnny darter,invertivore,-28.96897735,13.74131678,3.40214692,WA-S18-341-9,Watson,WA,johnny darter,invertivore,-125.19,5721,6.8
716,WA-S18-630-12,WA-S18-630-12,0,WA,blacknose dace,invertivore,-28.48571956,13.33171792,3.984614058,NA,NA,NA,NA,NA,NA,NA,NA
717,WA-S18-630-26,WA-S18-630-26,0,WA,blacknose dace,invertivore,-27.31110724,13.12288304,3.317030326,WA-S18-630-26,Watson,WA,blacknose dace,invertivore,-119.56,5247,6.8
718,WA-S18-630-27,WA-S18-630-27,0,WA,blacknose dace,invertivore,-27.74012182,11.60353357,3.364202429,NA,NA,NA,NA,NA,NA,NA,NA
719,WA-S18-ALGAE-1,WA-S18-ALGAE-1,0,WA,algae,algae,-26.46392674,11.80227981,12.13027079,WA-S18-ALGAE-1,Watson,WA,algae,algae,-175.72,2209,0.7
720,WA-S18-ALGAE-2,WA-S18-ALGAE-2,0,WA,algae,algae,-25.82878793,11.68726929,12.93939878,WA-S18-ALGAE-2,Watson,WA,algae,algae,-186.04,1729,0.6
721,WA-S18-ALGAE-3,WA-S18-ALGAE-3,0,WA,algae,algae,-25.99940752,11.47843441,12.10525393,WA-S18-ALGAE-3,Watson,WA,algae,algae,-201.05,5189,1.5
722,WA-S18-AQU-1,WA-S18-AQU-1,0,WA,mayfly/caddisfly,aqbase,-28.89500932,10.73389264,4.169113938,WA-S18-AQU-1,Watson,WA,mayfly/caddisfly,aqbase,-111.26,4317,5.1
723,WA-S18-AQU-2,WA-S18-AQU-2,0,WA,mayfly/caddisfly,aqbase,-28.65140794,10.91649705,4.148911383,WA-S18-AQU-2,Watson,WA,mayfly/caddisfly,aqbase,-114.45,5871,5.7
724,WA-S18-DET-1,WA-S18-DET-1,0,WA,detritus,det,-24.62754712,5.054996113,25.4182891,WA-S18-DET-1,Watson,WA,detritus,det,-117.35,771,0.9
725,WA-S18-DET-2,WA-S18-DET-2,0,WA,detritus,det,-24.14527557,5.324362851,22.35977649,WA-S18-DET-2,Watson,WA,detritus,det,-100.35,1128,1.1
726,WA-S18-DET-3,WA-S18-DET-3,0,WA,detritus,det,-24.57034518,4.824975077,22.86913767,WA-S18-DET-3,Watson,WA,detritus,det,-100.6,1333,1.3
727,WA-S18-GOL-1,WA-S18-GOL-1,0,WA,goldenrod,terpp,-33.5402016,-0.347471622,14.12951611,WA-S18-GOL-1,Watson,WA,goldenrod,terpp,-127.75,4563,5.9
728,WA-S18-GOL-2,WA-S18-GOL-2,0,WA,goldenrod,terpp,-33.41297659,-0.414056659,14.40653333,WA-S18-GOL-2,Watson,WA,goldenrod,terpp,-132.85,4044,5.9
729,WA-S18-GOL-3,WA-S18-GOL-3,0,WA,goldenrod,terpp,-33.39423802,-0.208248364,14.18424945,WA-S18-GOL-3,Watson,WA,goldenrod,terpp,-124.67,5631,5.9
730,WA-S18-TER-1,WA-S18-TER-1,0,WA,snails/caterpillars,terbase,-26.03392593,2.182759765,4.609540076,WA-S18-TER-1,Watson,WA,snails/caterpillars,terbase,-105.74,5097,6.2
731,WA-S18-TER-2,WA-S18-TER-2,0,WA,snails/caterpillars,terbase,-25.83667785,2.492481071,4.607666009,WA-S18-TER-2,Watson,WA,snails/caterpillars,terbase,-103.48,4542,6
732,WA-S18-TER-3,WA-S18-TER-3,0,WA,snails/caterpillars,terbase,-25.86527882,2.379488282,4.647888324,WA-S18-TER-3,Watson,WA,snails/caterpillars,terbase,-103.9,4829,6
733,WH-S18-163-10,WH-S18-163-10,0,WH,white sucker,detritivore,-26.42034402,12.37977946,3.298143424,NA,NA,NA,NA,NA,NA,NA,NA
734,WH-S18-163-3,WH-S18-163-3,0,WH,white sucker,detritivore,-25.77871116,14.1290285,3.222909011,WH-S18-163-3,Washington,WH,white sucker,detritivore,-133.01,5514,6
