sitecode,sitename,pass,species,number,sampleid,forkmm,totalmm,weight,kept,sex,stomach,stomachsource,stomachTP
P3,Perl 3,1,creek chub,1,EP3-S18-212-1,52,55,1.6,Y,M,insects/detritus,unknown,1.5
P3,Perl 3,2,creek chub,10,EP3-S18-212-10,103,110,15.5,Y,F,"detritus, insects",unknown,1.5
P3,Perl 3,2,creek chub,11,EP3-S18-212-11,73,79,6,Y,F,"earthworms, detritus, insects",terrestrial,1.5
P3,Perl 3,2,creek chub,12,EP3-S18-212-12,61,66,4,Y,M,"detritus, insects",unknown,1.5
P3,Perl 3,2,creek chub,13,EP3-S18-212-13,57,62,2.5,Y,M,detritus,terrestrial,1
P3,Perl 3,2,creek chub,14,EP3-S18-212-14,37,40,0.5,Y,I,"detritus, insects",unknown,1.5
P3,Perl 3,2,creek chub,15,EP3-S18-212-15,101,109,15,Y,F,"insects, many worms",aquatic,2
P3,Perl 3,2,creek chub,16,EP3-S18-212-16,30,32,0.5,Y,I,detritus,terrestrial,1
P3,Perl 3,2,creek chub,17,EP3-S18-212-17,30,32,0.5,Y,I,detritus,terrestrial,1
P3,Perl 3,1,creek chub,18,EP3-S18-212-18,28,31,0.5,Y,,,,
P3,Perl 3,1,creek chub,19,EP3-S18-212-19,35,38,0.5,Y,I,detritus,terrestrial,1
P3,Perl 3,1,creek chub,2,EP3-S18-212-2,108,115,20.5,Y,M,"earthworm, insect, detritus",terrestrial,1.5
P3,Perl 3,3,creek chub,20,EP3-S18-212-20,24,26,0.5,N,,,,
P3,Perl 3,3,creek chub,21,EP3-S18-212-21,36,40,0.5,N,,,,
P3,Perl 3,3,creek chub,22,EP3-S18-212-22,30,33,0.5,N,,,,
P3,Perl 3,3,creek chub,23,EP3-S18-212-23,28,30,0.5,N,,,,
P3,Perl 3,3,creek chub,24,EP3-S18-212-24,29,31,0.5,N,,,,
P3,Perl 3,3,creek chub,25,EP3-S18-212-25,98,102,10.5,Y,M,"insects, detritus",unknown,1.5
P3,Perl 3,3,creek chub,26,EP3-S18-212-26,56,62,2.25,Y,M,empty,unknown,
P3,Perl 3,1,creek chub,3,EP3-S18-212-3,57,61,3,Y,F,detritus,terrestrial,1
P3,Perl 3,1,creek chub,4,EP3-S18-212-4,81,88,7.5,Y,M,"detritus, earthworm, insects",terrestrial,1.5
P3,Perl 3,1,creek chub,5,EP3-S18-212-5,77,82,7,Y,F,"earthworm, detritus",terrestrial,1.5
P3,Perl 3,1,creek chub,6,EP3-S18-212-6,38,40,1,Y,U,"earthworm, detritus",terrestrial,1.5
P3,Perl 3,1,creek chub,7,EP3-S18-212-7,38,41,0.5,Y,M,detritus,terrestrial,1
P3,Perl 3,1,creek chub,8,EP3-S18-212-8,96,102,13.5,Y,M,"worms, detritus, chironomids",both,
P3,Perl 3,2,creek chub,9,EP3-S18-212-9,94,100,12,Y,F,earthworms,terrestrial,2
P3,Perl 3,1,brook stickleback,1,EP3-S18-281-1,NA,38,0.5,Y,F,too small,unknown,
P3,Perl 3,3,brook stickleback,10,EP3-S18-281-10,NA,28,0.3,Y,,,,
P3,Perl 3,1,brook stickleback,2,EP3-S18-281-2,NA,35,0.3,Y,I,too small,unknown,
P3,Perl 3,1,brook stickleback,3,EP3-S18-281-3,NA,32,0.5,Y,,,,
P3,Perl 3,1,brook stickleback,4,EP3-S18-281-4,NA,32,0.5,Y,I,too small,unknown,
P3,Perl 3,2,brook stickleback,5,EP3-S18-281-5,NA,40,0.5,Y,I,,,
P3,Perl 3,2,brook stickleback,6,EP3-S18-281-6,NA,26,0.3,N,,,,
P3,Perl 3,3,brook stickleback,7,EP3-S18-281-7,NA,32,0.5,Y,,,,
P3,Perl 3,3,brook stickleback,8,EP3-S18-281-8,NA,33,0.5,Y,,,,
P3,Perl 3,3,brook stickleback,9,EP3-S18-281-9,NA,51,1.25,Y,,,,
P3,Perl 3,1,blacknose dace,1,EP3-S18-630-1,51,54,1.5,Y,I,detritus,terrestrial,1
P3,Perl 3,2,blacknose dace,10,EP3-S18-630-10,43,46,1,Y,I,detritus,terrestrial,1
P3,Perl 3,2,blacknose dace,11,EP3-S18-630-11,41,45,0.5,Y,I,detritus,terrestrial,1
P3,Perl 3,1,blacknose dace,3,EP3-S18-630-3,51,54,1,Y,M,"worms, detritus",terrestrial,1.5
P3,Perl 3,1,blacknose dace,4,EP3-S18-630-4,50,55,1.5,Y,I,detritus,terrestrial,1
P3,Perl 3,1,blacknose dace,6,EP3-S18-630-5,51,54,1.5,Y,I,detritus,terrestrial,1
P3,Perl 3,1,blacknose dace,7,EP3-S18-630-6,73,77,5,Y,F,detritus,terrestrial,1
P3,Perl 3,1,blacknose dace,8,EP3-S18-630-8,55,59,2,Y,I,detritus,terrestrial,1
P3,Perl 3,1,blacknose dace,9,EP3-S18-630-9,33,35,0.5,Y,I,detritus,terrestrial,1
P4,Perl 4,1,creek chub,1,EP4-S18-212-1,104,110,14.5,Y,F,"detritus, insects",terrestrial,1.5
P4,Perl 4,1,creek chub,2,EP4-S18-212-2,136,144,32.5,Y,M,detritus,terrestrial,1
P4,Perl 4,1,creek chub,3,EP4-S18-212-3,110,112,16,Y,F,"detritus, insects",terrestrial,1.5
P4,Perl 4,3,creek chub,4,EP4-S18-212-4,24,26,0.3,N,,,,
P4,Perl 4,3,creek chub,5,EP4-S18-212-5,27,29,0.3,N,,,,
P4,Perl 4,3,creek chub,6,EP4-S18-212-6,27,29,0.3,N,,,,
P4,Perl 4,3,creek chub,7,EP4-S18-212-7,164,172,54.5,Y,M,"detritus, insects, parasites",terrestrial,1.5
P4,Perl 4,3,creek chub,8,EP4-S18-212-8,132,137,27,Y,F,"detritus, insects",terrestrial,1.5
P4,Perl 4,1,creek chub,Bulk1-1,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-2,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-3,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-4,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-5,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-6,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-7,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-8,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-9,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-10,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-11,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-12,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-13,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-14,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-15,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-16,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-17,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-18,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-19,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-20,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-21,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-22,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-23,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-24,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-25,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-26,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-27,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-28,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-29,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-30,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-31,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-32,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-33,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-34,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-35,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-36,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-37,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-38,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-39,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-40,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-41,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-42,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-43,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-44,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-45,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-46,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-47,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-48,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-49,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-50,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-51,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-52,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-53,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-54,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-55,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-56,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-57,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-58,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-59,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-60,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-61,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-62,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-63,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-64,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-65,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-66,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-67,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-68,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-69,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-70,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-71,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-72,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-73,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-74,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-75,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-76,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-77,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-78,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-79,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-80,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-81,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-82,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-83,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-84,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-85,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-86,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-87,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-88,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-89,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-90,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-91,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-92,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-93,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-94,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-95,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-96,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-97,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-98,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-99,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-100,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-101,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-102,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-103,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-104,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-105,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-106,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-107,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-108,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-109,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-110,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-111,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-112,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-113,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-114,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-115,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-116,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-117,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-118,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-119,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-120,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-121,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-122,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-123,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-124,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-125,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-126,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-127,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-128,,NA,NA,0.209302326,N,,,,
P4,Perl 4,1,creek chub,Bulk1-129,,NA,NA,0.209302326,N,,,,
P4,Perl 4,2,creek chub,bulk2-1,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-2,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-3,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-4,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-5,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-6,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-7,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-8,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-9,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-10,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-11,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-12,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-13,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-14,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-15,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-16,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-17,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-18,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-19,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-20,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-21,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-22,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-23,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-24,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-25,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-26,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-27,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-28,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-29,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-30,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-31,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-32,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-33,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-34,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-35,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-36,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-37,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-38,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-39,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-40,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-41,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-42,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-43,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-44,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-45,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-46,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-47,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-48,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-49,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-50,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-51,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-52,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-53,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-54,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-55,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-56,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-57,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-58,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-59,,NA,NA,0.175,N,,,,
P4,Perl 4,2,creek chub,bulk2-60,,NA,NA,0.175,N,,,,
P4,Perl 4,1,brook stickleback,1,EP4-S18-281-1,NA,47,1.5,Y,M,"snails, rocks",aquatic,2
P4,Perl 4,1,brook stickleback,2,EP4-S18-281-2,NA,36,0.5,N,,,,
P4,Perl 4,1,brook stickleback,3,EP4-S18-281-3,NA,38,0.5,Y,I,"detritus, worm",terrestrial,1.5
P4,Perl 4,1,brook stickleback,4,EP4-S18-281-4,NA,38,0.5,Y,I,algae,aquatic,1
P4,Perl 4,2,brook stickleback,5,EP4-S18-281-5,NA,41,0.5,Y,M,"insects, algae",aquatic,1.5
P4,Perl 4,2,brook stickleback,6,EP4-S18-281-6,NA,41,0.5,Y,I,detritus,terrestrial,1
P4,Perl 4,2,brook stickleback,7,EP4-S18-281-7,NA,35,0.5,N,,,,
P4,Perl 4,2,brook stickleback,8,EP4-S18-281-8,NA,33,0.5,N,,,,
P4,Perl 4,2,brook stickleback,9,EP4-S18-281-9,NA,35,0.5,N,,,,
P4,Perl 4,2,brook stickleback,10,EP4-S18-281-10,NA,30,0.3,N,,,,
P4,Perl 4,2,brook stickleback,11,EP4-S18-281-11,NA,41,0.5,N,,,,
P4,Perl 4,2,brook stickleback,12,EP4-S18-281-12,NA,39,0.5,N,,,,
P4,Perl 4,2,brook stickleback,13,EP4-S18-281-13,NA,43,0.5,N,,,,
P4,Perl 4,2,brook stickleback,14,EP4-S18-281-14,NA,56,2,Y,I,algae,aquatic,1
P4,Perl 4,2,brook stickleback,15,EP4-S18-281-15,NA,53,1.5,Y,M,detritus,terrestrial,1
P4,Perl 4,2,brook stickleback,16,EP4-S18-281-16,NA,44,1,Y,I,"snails, clams, algae",aquatic,1.5
P4,Perl 4,2,brook stickleback,17,EP4-S18-281-17,NA,36,0.5,Y,U,,,
P4,Perl 4,3,brook stickleback,18,EP4-S18-281-18,NA,49,1,N,,,,
P4,Perl 4,3,brook stickleback,19,EP4-S18-281-19,NA,51,1.5,N,,,,
P4,Perl 4,3,brook stickleback,20,EP4-S18-281-20,NA,42,0.5,N,,,,
P4,Perl 4,3,brook stickleback,21,EP4-S18-281-21,NA,40,0.5,N,,,,
P4,Perl 4,3,brook stickleback,22,EP4-S18-281-22,NA,42,1,N,,,,
P4,Perl 4,3,brook stickleback,23,EP4-S18-281-23,NA,35,0.5,N,,,,
P4,Perl 4,3,brook stickleback,24,EP4-S18-281-24,NA,29,0.3,N,,,,
P4,Perl 4,3,brook stickleback,25,EP4-S18-281-25,NA,30,0.3,N,,,,
P4,Perl 4,3,brook stickleback,26,EP4-S18-281-26,NA,20,0.2,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-1,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-2,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-3,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-4,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-5,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-6,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-7,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-8,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-9,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-10,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-11,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-12,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-13,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-14,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-15,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-16,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-17,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-18,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-19,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-20,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-21,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-22,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-23,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-24,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-25,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-26,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-27,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-28,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-29,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-30,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-31,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-32,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-33,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-34,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-35,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-36,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-37,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-38,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-39,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-40,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-41,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-42,,NA,NA,0.492537313,N,,,,
P4,Perl 4,1,brook stickleback,bulk1-43,,NA,NA,0.492537313,N,,,,
